benchmark,network_id,network,domain,family,method_id,method,parameter,parameter_value,is_primary,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,ndcg_mean,ndcg_std
revision,email_eu_core,email-Eu-core,communication,quasi_local_path,lpi,LPI-beta-0.001,beta,0.001,True,0.94318227132825,0.0022028763209660405,0.9470129401040375,0.0015923515857207584,0.8765170830199137,0.003190525947006103,0.8765170830199137,0.003190525947006103,0.8765170830199137,0.003190525947006103,0.8905739775916649,0.0028830112564336213
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,lrw,LRW-l3,steps,3.0,True,0.9495116283884073,0.002234824735517511,0.9530385037969789,0.0022421630371221558,0.8850056305563253,0.003890970685675957,0.8850056305563253,0.003890970685675957,0.8850056305563253,0.0038909706856759168,0.8978726624948958,0.003140238028989838
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,srw,SRW-l3,steps,3.0,True,0.9564370435593714,0.0020375953022432297,0.958994949449236,0.001795613484411323,0.8942239069902478,0.0038401460079731027,0.8942239069902478,0.0038401460079731027,0.8942239069902478,0.0038401460079731027,0.9065706369499438,0.0033212053771704097
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,pfp,PFP-l3,steps,3.0,True,0.9190346347097383,0.0043969148889188596,0.9310558676551677,0.0027044039172363886,0.8574842410405973,0.004222545070435395,0.8574842410405973,0.004222545070435395,0.8574842410405973,0.004222545070435395,0.8706166137150652,0.00477507493085725
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,lrw,LRW-l5,steps,5.0,False,0.9256772071207768,0.0037141466499987525,0.9320536412443581,0.0035887857746371406,0.8554286041059072,0.007703903253041644,0.8554286041059072,0.007703903253041644,0.8554286041059072,0.007703903253041644,0.870473221587506,0.006423132418422386
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,srw,SRW-l5,steps,5.0,False,0.9494092930131096,0.0023743361144425365,0.9531571312829547,0.0022950481136717374,0.8858016064681016,0.0037788072310557105,0.8858016064681016,0.0037788072310557105,0.8858016064681016,0.0037788072310557105,0.8987288195497545,0.0030987063921879966
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,pfp,PFP-l5,steps,5.0,False,0.9095760334785201,0.0044626698821401325,0.9227764219993781,0.003160854065438551,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8630992195127964,0.004898652640708381
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,lrw,LRW-l7,steps,7.0,False,0.904175002757794,0.00487001802737275,0.9120469361820731,0.004532452353133099,0.8318858404705034,0.007646796972641879,0.8318858404705034,0.007646796972641879,0.8318858404705034,0.007646796972641863,0.848419236012702,0.006334932690492395
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,srw,SRW-l7,steps,7.0,False,0.9419426202602713,0.0029019703362917495,0.9467518425217454,0.002775605834173315,0.8765171709973563,0.00505410986036926,0.8765171709973563,0.00505410986036926,0.8765171709973563,0.005054109860369282,0.8901303840103253,0.004260495556494092
revision,email_eu_core,email-Eu-core,communication,quasi_local_walk,pfp,PFP-l7,steps,7.0,False,0.9095762150587967,0.004465282271742518,0.9227758275170501,0.003158147921683683,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8498576305035389,0.004989853126700134,0.8630992195127964,0.004898652640708381
